Matched phv,TOPMed Study,TOPMed Harmonized Variable,dbGap Variable Description,dbGap Variable Name,TOPMed Component ID,dbGap phs,dbGap phv,dbGap pht,dbGap pht Name,dbGap Study Name
phv00210287,ARIC,bp_diastolic_1,[Third blood pressure measurement]. 3rd systolic. Q18 [Siting Blood Pressure. SBPA. Visit 1],SBPA18,phs000280.v4.pht004192.v2.phv00210287.v1,phs000280.v8.p2,phv00210287.v2.p2,pht004192.v3.p2,SBPA02,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00210288,ARIC,bp_diastolic_1,[Third blood pressure measurement]. 3rd diastolic. Q19 [Siting Blood Pressure. SBPA. Visit 1],SBPA19,phs000280.v4.pht004192.v2.phv00210288.v1,phs000280.v8.p2,phv00210288.v2.p2,pht004192.v3.p2,SBPA02,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00210289,ARIC,bp_diastolic_1,[Third blood pressure measurement]. 3rd zero reading. Q20 [Siting Blood Pressure. SBPA. Visit 1],SBPA20,phs000280.v4.pht004192.v2.phv00210289.v1,phs000280.v8.p2,phv00210289.v2.p2,pht004192.v3.p2,SBPA02,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00112481,CARDIA,bp_diastolic_1,SECOND READING SBP,A02R2S,phs000285.v3.pht001560.v2.phv00112481.v2,phs000285.v3.p2,phv00112481.v2.p2,pht001560.v2.p2,A4F02,CARDIA Cohort
phv00112482,CARDIA,bp_diastolic_1,SECOND READING DBP,A02R2D,phs000285.v3.pht001560.v2.phv00112482.v2,phs000285.v3.p2,phv00112482.v2.p2,pht001560.v2.p2,A4F02,CARDIA Cohort
phv00112483,CARDIA,bp_diastolic_1,RZ2 SBP,A02RZ2S,phs000285.v3.pht001560.v2.phv00112483.v2,phs000285.v3.p2,phv00112483.v2.p2,pht001560.v2.p2,A4F02,CARDIA Cohort
phv00112484,CARDIA,bp_diastolic_1,RZ2 DBP,A02RZ2D,phs000285.v3.pht001560.v2.phv00112484.v2,phs000285.v3.p2,phv00112484.v2.p2,pht001560.v2.p2,A4F02,CARDIA Cohort
phv00112487,CARDIA,bp_diastolic_1,THIRD READING SBP,A02R3S,phs000285.v3.pht001560.v2.phv00112487.v2,phs000285.v3.p2,phv00112487.v2.p2,pht001560.v2.p2,A4F02,CARDIA Cohort
phv00112488,CARDIA,bp_diastolic_1,THIRD READING DBP,A02R3D,phs000285.v3.pht001560.v2.phv00112488.v2,phs000285.v3.p2,phv00112488.v2.p2,pht001560.v2.p2,A4F02,CARDIA Cohort
phv00112489,CARDIA,bp_diastolic_1,RZ3 SBP,A02RZ3S,phs000285.v3.pht001560.v2.phv00112489.v2,phs000285.v3.p2,phv00112489.v2.p2,pht001560.v2.p2,A4F02,CARDIA Cohort
phv00112490,CARDIA,bp_diastolic_1,RZ3 DBP,A02RZ3D,phs000285.v3.pht001560.v2.phv00112490.v2,phs000285.v3.p2,phv00112490.v2.p2,pht001560.v2.p2,A4F02,CARDIA Cohort
phv00115119,CARDIA,bp_diastolic_1,AGE AT EXAM 1 (VERIFIED AT EXAM 2),EXAMAGE,phs000285.v3.pht001645.v2.phv00115119.v2,phs000285.v3.p2,phv00115119.v2.p2,pht001645.v2.p2,B2REF,CARDIA Cohort
phv00100435,CHS,bp_diastolic_1,AVE ZERO MUD SYSTOL (mm Hg),AVZMSYS,phs000287.v6.pht001452.v1.phv00100435.v1,phs000287.v7.p1,phv00100435.v1.p1,pht001452.v1.p1,BASEBOTH,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00100436,CHS,bp_diastolic_1,AVE ZERO MUD DIASTOL-adj (mm Hg),AVZMDIA,phs000287.v6.pht001452.v1.phv00100436.v1,phs000287.v7.p1,phv00100436.v1.p1,pht001452.v1.p1,BASEBOTH,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00100487,CHS,bp_diastolic_1,CALCULATED AGE AT BASELINE,AGEBL,phs000287.v6.pht001452.v1.phv00100487.v1,phs000287.v7.p1,phv00100487.v1.p1,pht001452.v1.p1,BASEBOTH,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00159583,COPDGene,bp_diastolic_1,Diastolic blood pressure [mmHg],diasBP,phs000179.v5.pht002239.v4.phv00159583.v4,phs000179.v6.p2,phv00159583.v4.p2,pht002239.v4.p2,COPDGene_Subject_Phenotypes,Genetic Epidemiology of COPD (COPDGene)
phv00159590,COPDGene,bp_diastolic_1,Systolic blood pressure [mmHg],sysBP,phs000179.v5.pht002239.v4.phv00159590.v4,phs000179.v6.p2,phv00159590.v4.p2,pht002239.v4.p2,COPDGene_Subject_Phenotypes,Genetic Epidemiology of COPD (COPDGene)
phv00159836,COPDGene,bp_diastolic_1,Age at enrollment,Age_Enroll,phs000179.v5.pht002239.v4.phv00159836.v4,phs000179.v6.p2,phv00159836.v4.p2,pht002239.v4.p2,COPDGene_Subject_Phenotypes,Genetic Epidemiology of COPD (COPDGene)
phv00226251,HCHS_SOL,bp_diastolic_1,Age,AGE,phs000810.v1.pht004715.v1.phv00226251.v1,phs000810.v2.p2,phv00226251.v2.p2,pht004715.v2.p2,HCHS_SOL_Cohort_Subject_Phenotypes,Hispanic Community Health Study /Study of Latinos (HCHS/SOL)
phv00226390,HCHS_SOL,bp_diastolic_1,Average Systolic (SBPA5),SBPA5,phs000810.v1.pht004715.v1.phv00226390.v1,phs000810.v2.p2,phv00226390.v2.p2,pht004715.v2.p2,HCHS_SOL_Cohort_Subject_Phenotypes,Hispanic Community Health Study /Study of Latinos (HCHS/SOL)
phv00226391,HCHS_SOL,bp_diastolic_1,Average Diastolic (SBPA6),SBPA6,phs000810.v1.pht004715.v1.phv00226391.v1,phs000810.v2.p2,phv00226391.v2.p2,pht004715.v2.p2,HCHS_SOL_Cohort_Subject_Phenotypes,Hispanic Community Health Study /Study of Latinos (HCHS/SOL)
phv00128370,JHS,bp_diastolic_1,"Q13. D. First blood pressure measurement. Systolic (first BP) [Visit 1] [Sitting Blood Pressure Form, SBP]",SBPA13,phs000286.v5.pht001974.v1.phv00128370.v1,phs000286.v7.p2,phv00128370.v2.p2,pht001974.v2.p2,sbpa,Jackson Heart Study (JHS) Cohort
phv00128371,JHS,bp_diastolic_1,"Q14. D. First blood pressure measurement. Diastolic (first BP) [Visit 1] [Sitting Blood Pressure Form, SBP]",SBPA14,phs000286.v5.pht001974.v1.phv00128371.v1,phs000286.v7.p2,phv00128371.v2.p2,pht001974.v2.p2,sbpa,Jackson Heart Study (JHS) Cohort
phv00128372,JHS,bp_diastolic_1,"Q15. D. First blood pressure measurement. Zero reading (first BP) [Visit 1] [Sitting Blood Pressure Form, SBP]",SBPA15,phs000286.v5.pht001974.v1.phv00128372.v1,phs000286.v7.p2,phv00128372.v2.p2,pht001974.v2.p2,sbpa,Jackson Heart Study (JHS) Cohort
phv00128373,JHS,bp_diastolic_1,"Q16. E. Second blood pressure measurement. Systolic (second BP) [Visit 1] [Sitting Blood Pressure Form, SBP]",SBPA16,phs000286.v5.pht001974.v1.phv00128373.v1,phs000286.v7.p2,phv00128373.v2.p2,pht001974.v2.p2,sbpa,Jackson Heart Study (JHS) Cohort
phv00128374,JHS,bp_diastolic_1,"Q17. E. Second blood pressure measurement. Diastolic (second BP) [Visit 1] [Sitting Blood Pressure Form, SBP]",SBPA17,phs000286.v5.pht001974.v1.phv00128374.v1,phs000286.v7.p2,phv00128374.v2.p2,pht001974.v2.p2,sbpa,Jackson Heart Study (JHS) Cohort
phv00128375,JHS,bp_diastolic_1,"Q18. E. Second blood pressure measurement. Zero Reading (second BP) [Visit 1] [Sitting Blood Pressure Form, SBP]",SBPA18,phs000286.v5.pht001974.v1.phv00128375.v1,phs000286.v7.p2,phv00128375.v2.p2,pht001974.v2.p2,sbpa,Jackson Heart Study (JHS) Cohort
phv00082639,MESA,bp_diastolic_1,AGE,age1c,phs000209.v13.pht001111.v4.phv00082639.v2,phs000209.v13.p3,phv00082639.v2.p3,pht001111.v4.p3,MESA_AirNRExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00083403,MESA,bp_diastolic_1,SEATED BP: SYSTOLIC 2ND READING (mmHg),s2bp1,phs000209.v13.pht001111.v4.phv00083403.v1,phs000209.v13.p3,phv00083403.v1.p3,pht001111.v4.p3,MESA_AirNRExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00083404,MESA,bp_diastolic_1,SEATED BP: DIASTOLIC 2ND READING (mmHg),d2bp1,phs000209.v13.pht001111.v4.phv00083404.v1,phs000209.v13.p3,phv00083404.v1.p3,pht001111.v4.p3,MESA_AirNRExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00083406,MESA,bp_diastolic_1,SEATED BP: SYSTOLIC 3RD READING (mmHg),s3bp1,phs000209.v13.pht001111.v4.phv00083406.v1,phs000209.v13.p3,phv00083406.v1.p3,pht001111.v4.p3,MESA_AirNRExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00083407,MESA,bp_diastolic_1,SEATED BP: DIASTOLIC 3RD READING (mmHg),d3bp1,phs000209.v13.pht001111.v4.phv00083407.v1,phs000209.v13.p3,phv00083407.v1.p3,pht001111.v4.p3,MESA_AirNRExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00084442,MESA,bp_diastolic_1,AGE,age1c,phs000209.v13.pht001116.v10.phv00084442.v3,phs000209.v13.p3,phv00084442.v3.p3,pht001116.v10.p3,MESA_Exam1Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00085735,MESA,bp_diastolic_1,SEATED BP: SYSTOLIC 2ND READING (mmHg),s2bp1,phs000209.v13.pht001116.v10.phv00085735.v2,phs000209.v13.p3,phv00085735.v2.p3,pht001116.v10.p3,MESA_Exam1Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00085736,MESA,bp_diastolic_1,SEATED BP: DIASTOLIC 2ND READING (mmHg),d2bp1,phs000209.v13.pht001116.v10.phv00085736.v2,phs000209.v13.p3,phv00085736.v2.p3,pht001116.v10.p3,MESA_Exam1Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00085737,MESA,bp_diastolic_1,SEATED BP: SYSTOLIC 3RD READING (mmHg),s3bp1,phs000209.v13.pht001116.v10.phv00085737.v2,phs000209.v13.p3,phv00085737.v2.p3,pht001116.v10.p3,MESA_Exam1Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00085738,MESA,bp_diastolic_1,SEATED BP: DIASTOLIC 3RD READING (mmHg),d3bp1,phs000209.v13.pht001116.v10.phv00085738.v2,phs000209.v13.p3,phv00085738.v2.p3,pht001116.v10.p3,MESA_Exam1Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00087071,MESA,bp_diastolic_1,AGE,agefc,phs000209.v13.pht001121.v3.phv00087071.v1,phs000209.v13.p3,phv00087071.v1.p3,pht001121.v3.p3,MESA_FamilyExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00087509,MESA,bp_diastolic_1,2ND READING: SEATED SYSTOLIC BP (mmHg),s2bpf,phs000209.v13.pht001121.v3.phv00087509.v1,phs000209.v13.p3,phv00087509.v1.p3,pht001121.v3.p3,MESA_FamilyExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00087510,MESA,bp_diastolic_1,2ND READING: SEATED DIASTOLIC BP (mmHg),d2bpf,phs000209.v13.pht001121.v3.phv00087510.v1,phs000209.v13.p3,phv00087510.v1.p3,pht001121.v3.p3,MESA_FamilyExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00087512,MESA,bp_diastolic_1,3RD READING: SEATED SYSTOLIC BP (mmHg),s3bpf,phs000209.v13.pht001121.v3.phv00087512.v1,phs000209.v13.p3,phv00087512.v1.p3,pht001121.v3.p3,MESA_FamilyExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00087513,MESA,bp_diastolic_1,3RD READING: SEATED DIASTOLIC BP (mmHg),d3bpf,phs000209.v13.pht001121.v3.phv00087513.v1,phs000209.v13.p3,phv00087513.v1.p3,pht001121.v3.p3,MESA_FamilyExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00078436,WHI,bp_diastolic_1,F2 Days since randomization,F2DAYS,phs000200.v11.pht000998.v6.phv00078436.v6,phs000200.v12.p3,phv00078436.v6.p3,pht000998.v6.p3,f2_rel1,Women's Health Initiative
phv00078437,WHI,bp_diastolic_1,Age at screening,AGE,phs000200.v11.pht000998.v6.phv00078437.v6,phs000200.v12.p3,phv00078437.v6.p3,pht000998.v6.p3,f2_rel1,Women's Health Initiative
phv00079850,WHI,bp_diastolic_1,Visit Type,F80VTYP,phs000200.v11.pht001019.v6.phv00079850.v6,phs000200.v12.p3,phv00079850.v6.p3,pht001019.v6.p3,f80_rel1,Women's Health Initiative
phv00079852,WHI,bp_diastolic_1,F80 Days since randomization/enrollment,F80DAYS,phs000200.v11.pht001019.v6.phv00079852.v6,phs000200.v12.p3,phv00079852.v6.p3,pht001019.v6.p3,f80_rel1,Women's Health Initiative
phv00079854,WHI,bp_diastolic_1,Systolic blood pressure (1st reading),SYSTBP1,phs000200.v11.pht001019.v6.phv00079854.v6,phs000200.v12.p3,phv00079854.v6.p3,pht001019.v6.p3,f80_rel1,Women's Health Initiative
phv00079855,WHI,bp_diastolic_1,Diastolic blood pressure (1st reading),DIASBP1,phs000200.v11.pht001019.v6.phv00079855.v6,phs000200.v12.p3,phv00079855.v6.p3,pht001019.v6.p3,f80_rel1,Women's Health Initiative
phv00079856,WHI,bp_diastolic_1,Systolic blood pressure (2nd reading),SYSTBP2,phs000200.v11.pht001019.v6.phv00079856.v6,phs000200.v12.p3,phv00079856.v6.p3,pht001019.v6.p3,f80_rel1,Women's Health Initiative
phv00079857,WHI,bp_diastolic_1,Diastolic blood pressure (2nd reading),DIASBP2,phs000200.v11.pht001019.v6.phv00079857.v6,phs000200.v12.p3,phv00079857.v6.p3,pht001019.v6.p3,f80_rel1,Women's Health Initiative
phv00204712,ARIC,bp_systolic_1,Age at visit 1 [Cohort. Visit 1],V1AGE01,phs000280.v4.pht004063.v2.phv00204712.v1,phs000280.v8.p2,phv00204712.v2.p2,pht004063.v3.p2,DERIVE13,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00210284,ARIC,bp_systolic_1,[Second blood pressure measurement]. 2nd systolic. Q15 [Siting Blood Pressure. SBPA. Visit 1],SBPA15,phs000280.v4.pht004192.v2.phv00210284.v1,phs000280.v8.p2,phv00210284.v2.p2,pht004192.v3.p2,SBPA02,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00210285,ARIC,bp_systolic_1,[Second blood pressure measurement]. 2nd diastolic. Q16 [Siting Blood Pressure. SBPA. Visit 1],SBPA16,phs000280.v4.pht004192.v2.phv00210285.v1,phs000280.v8.p2,phv00210285.v2.p2,pht004192.v3.p2,SBPA02,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00210286,ARIC,bp_systolic_1,[Second blood pressure measurement]. 2nd zero reading. Q17 [Siting Blood Pressure. SBPA. Visit 1],SBPA17,phs000280.v4.pht004192.v2.phv00210286.v1,phs000280.v8.p2,phv00210286.v2.p2,pht004192.v3.p2,SBPA02,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00210287,ARIC,bp_systolic_1,[Third blood pressure measurement]. 3rd systolic. Q18 [Siting Blood Pressure. SBPA. Visit 1],SBPA18,phs000280.v4.pht004192.v2.phv00210287.v1,phs000280.v8.p2,phv00210287.v2.p2,pht004192.v3.p2,SBPA02,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00210288,ARIC,bp_systolic_1,[Third blood pressure measurement]. 3rd diastolic. Q19 [Siting Blood Pressure. SBPA. Visit 1],SBPA19,phs000280.v4.pht004192.v2.phv00210288.v1,phs000280.v8.p2,phv00210288.v2.p2,pht004192.v3.p2,SBPA02,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00210289,ARIC,bp_systolic_1,[Third blood pressure measurement]. 3rd zero reading. Q20 [Siting Blood Pressure. SBPA. Visit 1],SBPA20,phs000280.v4.pht004192.v2.phv00210289.v1,phs000280.v8.p2,phv00210289.v2.p2,pht004192.v3.p2,SBPA02,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00112481,CARDIA,bp_systolic_1,SECOND READING SBP,A02R2S,phs000285.v3.pht001560.v2.phv00112481.v2,phs000285.v3.p2,phv00112481.v2.p2,pht001560.v2.p2,A4F02,CARDIA Cohort
phv00112482,CARDIA,bp_systolic_1,SECOND READING DBP,A02R2D,phs000285.v3.pht001560.v2.phv00112482.v2,phs000285.v3.p2,phv00112482.v2.p2,pht001560.v2.p2,A4F02,CARDIA Cohort
phv00112483,CARDIA,bp_systolic_1,RZ2 SBP,A02RZ2S,phs000285.v3.pht001560.v2.phv00112483.v2,phs000285.v3.p2,phv00112483.v2.p2,pht001560.v2.p2,A4F02,CARDIA Cohort
phv00112484,CARDIA,bp_systolic_1,RZ2 DBP,A02RZ2D,phs000285.v3.pht001560.v2.phv00112484.v2,phs000285.v3.p2,phv00112484.v2.p2,pht001560.v2.p2,A4F02,CARDIA Cohort
phv00112487,CARDIA,bp_systolic_1,THIRD READING SBP,A02R3S,phs000285.v3.pht001560.v2.phv00112487.v2,phs000285.v3.p2,phv00112487.v2.p2,pht001560.v2.p2,A4F02,CARDIA Cohort
phv00112488,CARDIA,bp_systolic_1,THIRD READING DBP,A02R3D,phs000285.v3.pht001560.v2.phv00112488.v2,phs000285.v3.p2,phv00112488.v2.p2,pht001560.v2.p2,A4F02,CARDIA Cohort
phv00112489,CARDIA,bp_systolic_1,RZ3 SBP,A02RZ3S,phs000285.v3.pht001560.v2.phv00112489.v2,phs000285.v3.p2,phv00112489.v2.p2,pht001560.v2.p2,A4F02,CARDIA Cohort
phv00112490,CARDIA,bp_systolic_1,RZ3 DBP,A02RZ3D,phs000285.v3.pht001560.v2.phv00112490.v2,phs000285.v3.p2,phv00112490.v2.p2,pht001560.v2.p2,A4F02,CARDIA Cohort
phv00115119,CARDIA,bp_systolic_1,AGE AT EXAM 1 (VERIFIED AT EXAM 2),EXAMAGE,phs000285.v3.pht001645.v2.phv00115119.v2,phs000285.v3.p2,phv00115119.v2.p2,pht001645.v2.p2,B2REF,CARDIA Cohort
phv00100435,CHS,bp_systolic_1,AVE ZERO MUD SYSTOL (mm Hg),AVZMSYS,phs000287.v6.pht001452.v1.phv00100435.v1,phs000287.v7.p1,phv00100435.v1.p1,pht001452.v1.p1,BASEBOTH,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00100436,CHS,bp_systolic_1,AVE ZERO MUD DIASTOL-adj (mm Hg),AVZMDIA,phs000287.v6.pht001452.v1.phv00100436.v1,phs000287.v7.p1,phv00100436.v1.p1,pht001452.v1.p1,BASEBOTH,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00100487,CHS,bp_systolic_1,CALCULATED AGE AT BASELINE,AGEBL,phs000287.v6.pht001452.v1.phv00100487.v1,phs000287.v7.p1,phv00100487.v1.p1,pht001452.v1.p1,BASEBOTH,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00159583,COPDGene,bp_systolic_1,Diastolic blood pressure [mmHg],diasBP,phs000179.v5.pht002239.v4.phv00159583.v4,phs000179.v6.p2,phv00159583.v4.p2,pht002239.v4.p2,COPDGene_Subject_Phenotypes,Genetic Epidemiology of COPD (COPDGene)
phv00159590,COPDGene,bp_systolic_1,Systolic blood pressure [mmHg],sysBP,phs000179.v5.pht002239.v4.phv00159590.v4,phs000179.v6.p2,phv00159590.v4.p2,pht002239.v4.p2,COPDGene_Subject_Phenotypes,Genetic Epidemiology of COPD (COPDGene)
phv00159836,COPDGene,bp_systolic_1,Age at enrollment,Age_Enroll,phs000179.v5.pht002239.v4.phv00159836.v4,phs000179.v6.p2,phv00159836.v4.p2,pht002239.v4.p2,COPDGene_Subject_Phenotypes,Genetic Epidemiology of COPD (COPDGene)
phv00226251,HCHS_SOL,bp_systolic_1,Age,AGE,phs000810.v1.pht004715.v1.phv00226251.v1,phs000810.v2.p2,phv00226251.v2.p2,pht004715.v2.p2,HCHS_SOL_Cohort_Subject_Phenotypes,Hispanic Community Health Study /Study of Latinos (HCHS/SOL)
phv00226390,HCHS_SOL,bp_systolic_1,Average Systolic (SBPA5),SBPA5,phs000810.v1.pht004715.v1.phv00226390.v1,phs000810.v2.p2,phv00226390.v2.p2,pht004715.v2.p2,HCHS_SOL_Cohort_Subject_Phenotypes,Hispanic Community Health Study /Study of Latinos (HCHS/SOL)
phv00226391,HCHS_SOL,bp_systolic_1,Average Diastolic (SBPA6),SBPA6,phs000810.v1.pht004715.v1.phv00226391.v1,phs000810.v2.p2,phv00226391.v2.p2,pht004715.v2.p2,HCHS_SOL_Cohort_Subject_Phenotypes,Hispanic Community Health Study /Study of Latinos (HCHS/SOL)
phv00128370,JHS,bp_systolic_1,"Q13. D. First blood pressure measurement. Systolic (first BP) [Visit 1] [Sitting Blood Pressure Form, SBP]",SBPA13,phs000286.v5.pht001974.v1.phv00128370.v1,phs000286.v7.p2,phv00128370.v2.p2,pht001974.v2.p2,sbpa,Jackson Heart Study (JHS) Cohort
phv00128371,JHS,bp_systolic_1,"Q14. D. First blood pressure measurement. Diastolic (first BP) [Visit 1] [Sitting Blood Pressure Form, SBP]",SBPA14,phs000286.v5.pht001974.v1.phv00128371.v1,phs000286.v7.p2,phv00128371.v2.p2,pht001974.v2.p2,sbpa,Jackson Heart Study (JHS) Cohort
phv00128372,JHS,bp_systolic_1,"Q15. D. First blood pressure measurement. Zero reading (first BP) [Visit 1] [Sitting Blood Pressure Form, SBP]",SBPA15,phs000286.v5.pht001974.v1.phv00128372.v1,phs000286.v7.p2,phv00128372.v2.p2,pht001974.v2.p2,sbpa,Jackson Heart Study (JHS) Cohort
phv00128373,JHS,bp_systolic_1,"Q16. E. Second blood pressure measurement. Systolic (second BP) [Visit 1] [Sitting Blood Pressure Form, SBP]",SBPA16,phs000286.v5.pht001974.v1.phv00128373.v1,phs000286.v7.p2,phv00128373.v2.p2,pht001974.v2.p2,sbpa,Jackson Heart Study (JHS) Cohort
phv00128374,JHS,bp_systolic_1,"Q17. E. Second blood pressure measurement. Diastolic (second BP) [Visit 1] [Sitting Blood Pressure Form, SBP]",SBPA17,phs000286.v5.pht001974.v1.phv00128374.v1,phs000286.v7.p2,phv00128374.v2.p2,pht001974.v2.p2,sbpa,Jackson Heart Study (JHS) Cohort
phv00128375,JHS,bp_systolic_1,"Q18. E. Second blood pressure measurement. Zero Reading (second BP) [Visit 1] [Sitting Blood Pressure Form, SBP]",SBPA18,phs000286.v5.pht001974.v1.phv00128375.v1,phs000286.v7.p2,phv00128375.v2.p2,pht001974.v2.p2,sbpa,Jackson Heart Study (JHS) Cohort
phv00082639,MESA,bp_systolic_1,AGE,age1c,phs000209.v13.pht001111.v4.phv00082639.v2,phs000209.v13.p3,phv00082639.v2.p3,pht001111.v4.p3,MESA_AirNRExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00083403,MESA,bp_systolic_1,SEATED BP: SYSTOLIC 2ND READING (mmHg),s2bp1,phs000209.v13.pht001111.v4.phv00083403.v1,phs000209.v13.p3,phv00083403.v1.p3,pht001111.v4.p3,MESA_AirNRExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00083404,MESA,bp_systolic_1,SEATED BP: DIASTOLIC 2ND READING (mmHg),d2bp1,phs000209.v13.pht001111.v4.phv00083404.v1,phs000209.v13.p3,phv00083404.v1.p3,pht001111.v4.p3,MESA_AirNRExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00083406,MESA,bp_systolic_1,SEATED BP: SYSTOLIC 3RD READING (mmHg),s3bp1,phs000209.v13.pht001111.v4.phv00083406.v1,phs000209.v13.p3,phv00083406.v1.p3,pht001111.v4.p3,MESA_AirNRExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00083407,MESA,bp_systolic_1,SEATED BP: DIASTOLIC 3RD READING (mmHg),d3bp1,phs000209.v13.pht001111.v4.phv00083407.v1,phs000209.v13.p3,phv00083407.v1.p3,pht001111.v4.p3,MESA_AirNRExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00084442,MESA,bp_systolic_1,AGE,age1c,phs000209.v13.pht001116.v10.phv00084442.v3,phs000209.v13.p3,phv00084442.v3.p3,pht001116.v10.p3,MESA_Exam1Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00085735,MESA,bp_systolic_1,SEATED BP: SYSTOLIC 2ND READING (mmHg),s2bp1,phs000209.v13.pht001116.v10.phv00085735.v2,phs000209.v13.p3,phv00085735.v2.p3,pht001116.v10.p3,MESA_Exam1Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00085736,MESA,bp_systolic_1,SEATED BP: DIASTOLIC 2ND READING (mmHg),d2bp1,phs000209.v13.pht001116.v10.phv00085736.v2,phs000209.v13.p3,phv00085736.v2.p3,pht001116.v10.p3,MESA_Exam1Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00085737,MESA,bp_systolic_1,SEATED BP: SYSTOLIC 3RD READING (mmHg),s3bp1,phs000209.v13.pht001116.v10.phv00085737.v2,phs000209.v13.p3,phv00085737.v2.p3,pht001116.v10.p3,MESA_Exam1Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00085738,MESA,bp_systolic_1,SEATED BP: DIASTOLIC 3RD READING (mmHg),d3bp1,phs000209.v13.pht001116.v10.phv00085738.v2,phs000209.v13.p3,phv00085738.v2.p3,pht001116.v10.p3,MESA_Exam1Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00087071,MESA,bp_systolic_1,AGE,agefc,phs000209.v13.pht001121.v3.phv00087071.v1,phs000209.v13.p3,phv00087071.v1.p3,pht001121.v3.p3,MESA_FamilyExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00087509,MESA,bp_systolic_1,2ND READING: SEATED SYSTOLIC BP (mmHg),s2bpf,phs000209.v13.pht001121.v3.phv00087509.v1,phs000209.v13.p3,phv00087509.v1.p3,pht001121.v3.p3,MESA_FamilyExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00087510,MESA,bp_systolic_1,2ND READING: SEATED DIASTOLIC BP (mmHg),d2bpf,phs000209.v13.pht001121.v3.phv00087510.v1,phs000209.v13.p3,phv00087510.v1.p3,pht001121.v3.p3,MESA_FamilyExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00087512,MESA,bp_systolic_1,3RD READING: SEATED SYSTOLIC BP (mmHg),s3bpf,phs000209.v13.pht001121.v3.phv00087512.v1,phs000209.v13.p3,phv00087512.v1.p3,pht001121.v3.p3,MESA_FamilyExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00087513,MESA,bp_systolic_1,3RD READING: SEATED DIASTOLIC BP (mmHg),d3bpf,phs000209.v13.pht001121.v3.phv00087513.v1,phs000209.v13.p3,phv00087513.v1.p3,pht001121.v3.p3,MESA_FamilyExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
